j,13,4.98
n,13,4.96
j,16,6.00
j,14,5.27
m,16,5.73
k,14,5.28
m,9,3.99
m,10,4.19
m,11,4.46
m,12,4.76
j,17,6.45
j,16,6.06
j,15,5.73
j,9,3.67
j,10,4.05
j,11,4.41
j,12,4.73
l,13,5.02
m,10,4.26
n,15,5.49
n,19,6.14
m,22,6.36
q,18,5.77
o,9,4.20
e,7,3.94
d,10,4.41
e,15,5.29
m,21,6.32
m,24,6.23
q,19,5.81
p,3,3.72
l,2,3.48
h,1,3.57
d,3,3.81
r,11,4.54
q,13,4.89
r,18,5.59
p,21,6.00
l,17,6.13
l,4,3.18
